Organisation;Internetadresse;AGS;Typ;PLZ;Landkreis;Bundesland
Rettenbach;http://www.gemeinde-rettenbach.de;09774174;Gemeinde in Deutschland ohne Stadtrecht;89364;Landkreis Günzburg;Bayern
Offingen;https://www.offingen.de;09774171;Markt in Deutschland;89362;Landkreis Günzburg;Bayern
Aichen;https://www.vgziemetshausen.de/verzeichnis/visitenkarte.php?mandat=96656;09774166;Gemeinde in Deutschland ohne Stadtrecht;86479;Landkreis Günzburg;Bayern
Neuburg an der Kammel;http://www.neuburg-ka.de;09774162;Markt in Deutschland;86476;Landkreis Günzburg;Bayern
Münsterhausen;http://muensterhausen.de;09774160;Markt in Deutschland;86505;Landkreis Günzburg;Bayern
Leipheim;https://www.leipheim.de;09774155;Stadt in Deutschland;89340;Landkreis Günzburg;Bayern
Landensberg;https://landensberg.de;09774151;Gemeinde in Deutschland ohne Stadtrecht;89361;Landkreis Günzburg;Bayern
Krumbach;https://www.krumbach.de;09774150;Stadt in Deutschland;86381;Landkreis Günzburg;Bayern
Kötz;http://www.vg-koetz.de;09774148;Gemeinde in Deutschland ohne Stadtrecht;89359;Landkreis Günzburg;Bayern
Kammeltal;https://www.kammeltal.de;09774145;Gemeinde in Deutschland ohne Stadtrecht;89358;Landkreis Günzburg;Bayern
Jettingen-Scheppach;http://www.jettingen-scheppach.de;09774144;Gemeinde in Deutschland ohne Stadtrecht;89343;Landkreis Günzburg;Bayern
Ichenhausen;http://www.ichenhausen.de;09774143;Stadt in Deutschland;89335;Landkreis Günzburg;Bayern
Haldenwang;https://www.haldenwang-schwaben.de;09774140;Gemeinde in Deutschland ohne Stadtrecht;89356;Landkreis Günzburg;Bayern
Gundremmingen;https://www.gundremmingen.de;09774136;Gemeinde in Deutschland ohne Stadtrecht;89355;Landkreis Günzburg;Bayern
Günzburg;http://www.guenzburg.de;09774135;Stadt in Deutschland;89312;Landkreis Günzburg;Bayern
Ellzee;http://www.gemeinde-ellzee.de;09774133;Gemeinde in Deutschland ohne Stadtrecht;89352;Landkreis Günzburg;Bayern
Ebershausen;http://www.ebershausen.de;09774129;Gemeinde in Deutschland ohne Stadtrecht;86491;Landkreis Günzburg;Bayern
Dürrlauingen;http://www.duerrlauingen.de;09774127;Gemeinde in Deutschland ohne Stadtrecht;89350;Landkreis Günzburg;Bayern
Deisenhausen;http://www.deisenhausen.de;09774124;Gemeinde in Deutschland ohne Stadtrecht;86489;Landkreis Günzburg;Bayern
Burtenbach;http://www.burtenbach.de;09774122;Gemeinde in Deutschland ohne Stadtrecht;89349;Landkreis Günzburg;Bayern
Burgau;https://www.burgau.de;09774121;Stadt in Deutschland;89331;Landkreis Günzburg;Bayern
Bibertal;http://www.bibertal.de;09774119;Gemeinde in Deutschland ohne Stadtrecht;89346;Landkreis Günzburg;Bayern
Bubesheim;http://www.vg-koetz.de/index.php?page=112;09774118;Gemeinde in Deutschland ohne Stadtrecht;89347;Landkreis Günzburg;Bayern
Breitenthal;http://www.breitenthal-schwaben.de;09774117;Gemeinde in Deutschland ohne Stadtrecht;86488;Landkreis Günzburg;Bayern
Ursberg;http://www.gemeinde-ursberg.de;09774116;Gemeinde in Deutschland ohne Stadtrecht;86513;Landkreis Günzburg;Bayern
Balzhausen;https://www.balzhausen.de;09774115;Gemeinde in Deutschland ohne Stadtrecht;86483;Landkreis Günzburg;Bayern
Aletshausen;http://www.aletshausen.de;09774111;Gemeinde in Deutschland ohne Stadtrecht;86480;Landkreis Günzburg;Bayern
Zusamaltheim;http://www.zusamaltheim.de;09773188;Gemeinde in Deutschland ohne Stadtrecht;86637;Landkreis Dillingen an der Donau;Bayern
Zöschingen;http://www.zoeschingen.de;09773187;Gemeinde in Deutschland ohne Stadtrecht;89447;Landkreis Dillingen an der Donau;Bayern
Ziertheim;http://www.ziertheim.de;09773186;Gemeinde in Deutschland ohne Stadtrecht;89446;Landkreis Dillingen an der Donau;Bayern
Wittislingen;http://www.wittislingen.de;09773183;Gemeinde in Deutschland ohne Stadtrecht;89426;Landkreis Dillingen an der Donau;Bayern
Wertingen;http://www.wertingen.de;09773182;Stadt in Deutschland;86637;Landkreis Dillingen an der Donau;Bayern
Villenbach;http://www.villenbach.de;09773179;Gemeinde in Deutschland ohne Stadtrecht;86637;Landkreis Dillingen an der Donau;Bayern
Syrgenstein;http://www.syrgenstein.de;09773170;Gemeinde in Deutschland ohne Stadtrecht;89428;Landkreis Dillingen an der Donau;Bayern
Schwenningen;https://www.vg-hoechstaedt.de/schwenningen;09773164;Gemeinde in Deutschland ohne Stadtrecht;89443;Landkreis Dillingen an der Donau;Bayern
Medlingen;https://medlingen.de;09773153;Gemeinde in Deutschland ohne Stadtrecht;89441;Landkreis Dillingen an der Donau;Bayern
Finningen;https://www.vg-hoechstaedt.de/finningen;09773150;Gemeinde in Deutschland ohne Stadtrecht;89435;Landkreis Dillingen an der Donau;Bayern
Mödingen;http://www.moedingen.de;09773147;Gemeinde in Deutschland ohne Stadtrecht;89426;Landkreis Dillingen an der Donau;Bayern
Lutzingen;https://www.vg-hoechstaedt.de/lutzingen;09773146;Gemeinde in Deutschland ohne Stadtrecht;89440;Landkreis Dillingen an der Donau;Bayern
Lauingen;https://www.lauingen.de;09773144;Stadt in Deutschland;89415;Landkreis Dillingen an der Donau;Bayern
Laugna;http://laugna.de;09773143;Gemeinde in Deutschland ohne Stadtrecht;86502;Landkreis Dillingen an der Donau;Bayern
Holzheim;http://www.holzheim.de;09773140;Gemeinde in Deutschland ohne Stadtrecht;89438;Landkreis Dillingen an der Donau;Bayern
Höchstädt an der Donau;https://www.vg-hoechstaedt.de/hoechstaedt;09773139;Stadt in Deutschland;89420;Landkreis Dillingen an der Donau;Bayern
Haunsheim;http://www.haunsheim.de;09773137;Gemeinde in Deutschland ohne Stadtrecht;89437;Landkreis Dillingen an der Donau;Bayern
Gundelfingen an der Donau;http://www.gundelfingen-donau.de;09773136;Stadt in Deutschland;89423;Landkreis Dillingen an der Donau;Bayern
Glött;http://glött.de;09773133;Gemeinde in Deutschland ohne Stadtrecht;89353;Landkreis Dillingen an der Donau;Bayern
Dillingen an der Donau;http://www.dillingen-donau.de;09773125;Stadt in Deutschland;89407;Landkreis Dillingen an der Donau;Bayern
Buttenwiesen;http://www.buttenwiesen.de;09773122;Gemeinde in Deutschland ohne Stadtrecht;86647;Landkreis Dillingen an der Donau;Bayern
Blindheim;https://www.vg-hoechstaedt.de/blindheim;09773119;Gemeinde in Deutschland ohne Stadtrecht;89434;Landkreis Dillingen an der Donau;Bayern
Bissingen;http://www.bissingen.de;09773117;Markt in Deutschland;86657;Landkreis Dillingen an der Donau;Bayern
Binswangen;http://www.binswangen.de;09773116;Gemeinde in Deutschland ohne Stadtrecht;86637;Landkreis Dillingen an der Donau;Bayern
Bächingen an der Brenz;http://www.baechingen.de;09773113;Siedlung;89431;Landkreis Dillingen an der Donau;Bayern
Bachhagel;http://www.bachhagel.de;09773112;Gemeinde in Deutschland ohne Stadtrecht;89429;Landkreis Dillingen an der Donau;Bayern
Aislingen;http://www.aislingen.de;09773111;Markt in Deutschland;89344;Landkreis Dillingen an der Donau;Bayern
Zusmarshausen;https://www.zusmarshausen.de;09772223;Markt in Deutschland;86441;Landkreis Augsburg;Bayern
Westendorf;https://www.westendorf.de;09772217;Gemeinde in Deutschland ohne Stadtrecht;86707;Landkreis Augsburg;Bayern
Welden;http://www.markt-welden.de;09772216;Gemeinde in Deutschland ohne Stadtrecht;86465;Landkreis Augsburg;Bayern
Wehringen;https://www.wehringen.de;09772215;Gemeinde in Deutschland ohne Stadtrecht;86517;Landkreis Augsburg;Bayern
Walkertshofen;http://www.walkertshofen.de;09772214;Gemeinde in Deutschland ohne Stadtrecht;86877;Landkreis Augsburg;Bayern
Ustersbach;https://ustersbach.de;09772211;Gemeinde in Deutschland ohne Stadtrecht;86514;Landkreis Augsburg;Bayern
Untermeitingen;http://www.lechfeld.de/index.php?id=0,77;09772209;Gemeinde in Deutschland ohne Stadtrecht;86836;Landkreis Augsburg;Bayern
Thierhaupten;http://www.thierhaupten.de;09772207;Markt in Deutschland;86672;Landkreis Augsburg;Bayern
Stadtbergen;https://www.stadtbergen.de;09772202;Stadt in Deutschland;86391;Landkreis Augsburg;Bayern
Schwabmünchen;https://www.schwabmuenchen.de;09772200;Stadt in Deutschland;86830;Landkreis Augsburg;Bayern
Scherstetten;https://scherstetten.de;09772197;Gemeinde in Deutschland ohne Stadtrecht;86872;Landkreis Augsburg;Bayern
Oberottmarshausen;http://www.oberottmarshausen.de;09772186;Gemeinde in Deutschland ohne Stadtrecht;86507;Landkreis Augsburg;Bayern
Nordendorf;http://www.nordendorf.de;09772185;Gemeinde in Deutschland ohne Stadtrecht;86695;Landkreis Augsburg;Bayern
Neusäß;https://www.neusaess.de/willkommen;09772184;Stadt in Deutschland;86356;Landkreis Augsburg;Bayern
Mittelneufnach;https://mittelneufnach.de;09772179;Gemeinde in Deutschland ohne Stadtrecht;86868;Landkreis Augsburg;Bayern
Mickhausen;http://www.mickhausen.de;09772178;Gemeinde in Deutschland ohne Stadtrecht;86866;Landkreis Augsburg;Bayern
Meitingen;http://www.markt-meitingen.de;09772177;Gemeinde in Deutschland ohne Stadtrecht;86405;Landkreis Augsburg;Bayern
Langweid am Lech;https://www.langweid.de;09772171;Gemeinde in Deutschland ohne Stadtrecht;86462;Landkreis Augsburg;Bayern
Langerringen;https://www.langerringen.de;09772170;Gemeinde in Deutschland ohne Stadtrecht;86853;Landkreis Augsburg;Bayern
Langenneufnach;http://www.langenneufnach.de;09772168;Gemeinde in Deutschland ohne Stadtrecht;86863;Landkreis Augsburg;Bayern
Kutzenhausen;https://www.kutzenhausen.de;09772167;Gemeinde in Deutschland ohne Stadtrecht;86500;Landkreis Augsburg;Bayern
Kühlenthal;http://www.kuehlenthal.de;09772166;Gemeinde in Deutschland ohne Stadtrecht;86707;Landkreis Augsburg;Bayern
Königsbrunn;https://www.koenigsbrunn.de;09772163;Stadt in Deutschland;86343;Landkreis Augsburg;Bayern
Klosterlechfeld;http://www.klosterlechfeld.de;09772162;Gemeinde in Deutschland ohne Stadtrecht;86836;Landkreis Augsburg;Bayern
Kleinaitingen;http://www.kleinaitingen.de;09772160;Gemeinde in Deutschland ohne Stadtrecht;86507;Landkreis Augsburg;Bayern
Horgau;https://www.horgau.de;09772159;Gemeinde in Deutschland ohne Stadtrecht;86497;Landkreis Augsburg;Bayern
Hiltenfingen;http://www.hiltenfingen.de;09772157;Gemeinde in Deutschland ohne Stadtrecht;86856;Landkreis Augsburg;Bayern
Heretsried;https://www.heretsried.de;09772156;Gemeinde in Deutschland ohne Stadtrecht;86465;Landkreis Augsburg;Bayern
Großaitingen;http://www.grossaitingen.de;09772151;Gemeinde in Deutschland ohne Stadtrecht;86845;Landkreis Augsburg;Bayern
Graben;http://www.graben.de;09772149;Gemeinde in Deutschland ohne Stadtrecht;86836;Landkreis Augsburg;Bayern
Gessertshausen;http://www.gessertshausen.de;09772148;Gemeinde in Deutschland ohne Stadtrecht;86459;Landkreis Augsburg;Bayern
Gersthofen;http://www.gersthofen.de;09772147;Stadt in Deutschland;86368;Landkreis Augsburg;Bayern
Gablingen;http://www.gablingen.de;09772145;Gemeinde in Deutschland ohne Stadtrecht;86456;Landkreis Augsburg;Bayern
Fischach;http://www.fischach.de;09772141;Markt in Deutschland;86850;Landkreis Augsburg;Bayern
Emersacker;http://www.emersacker.de;09772137;Gemeinde in Deutschland ohne Stadtrecht;86494;Landkreis Augsburg;Bayern
Ellgau;http://www.ellgau.de;09772136;Gemeinde in Deutschland ohne Stadtrecht;86679;Landkreis Augsburg;Bayern
Ehingen;http://www.ehingen-gemeinde.de;09772134;Gemeinde in Deutschland ohne Stadtrecht;86678;Landkreis Augsburg;Bayern
Dinkelscherben;https://www.dinkelscherben.info;09772131;Markt in Deutschland;86424;Landkreis Augsburg;Bayern
Diedorf;https://www.markt-diedorf.de;09772130;Markt in Deutschland;86420;Landkreis Augsburg;Bayern
Bonstetten;https://www.bonstetten.de;09772126;Gemeinde in Deutschland ohne Stadtrecht;86486;Landkreis Augsburg;Bayern
Bobingen;https://www.stadt-bobingen.de;09772125;Stadt in Deutschland;86399;Landkreis Augsburg;Bayern
Biberbach;http://www.biberbach.de;09772121;Markt in Deutschland;86485;Landkreis Augsburg;Bayern
Aystetten;http://www.aystetten.de;09772117;Gemeinde in Deutschland ohne Stadtrecht;86482;Landkreis Augsburg;Bayern
Altenmünster;http://www.altenmuenster.de;09772115;Gemeinde in Deutschland ohne Stadtrecht;86450;Landkreis Augsburg;Bayern
Allmannshofen;http://www.allmannshofen.de;09772114;Gemeinde in Deutschland ohne Stadtrecht;86695;Landkreis Augsburg;Bayern
Adelsried;http://www.adelsried.de;09772111;Gemeinde in Deutschland ohne Stadtrecht;86477;Landkreis Augsburg;Bayern
Baar;https://gemeinde-baar.de;09771176;Gemeinde in Deutschland ohne Stadtrecht;86674;Landkreis Aichach-Friedberg;Bayern
Todtenweis;http://www.todtenweis.de;09771169;Gemeinde in Deutschland ohne Stadtrecht;86447;Landkreis Aichach-Friedberg;Bayern
Steindorf;http://www.steindorf.eu;09771168;Gemeinde in Deutschland ohne Stadtrecht;82297;Landkreis Aichach-Friedberg;Bayern
Sielenbach;http://www.sielenbach.de;09771165;Gemeinde in Deutschland ohne Stadtrecht;86577;Landkreis Aichach-Friedberg;Bayern
Schmiechen;http://www.schmiechen.de;09771163;Gemeinde in Deutschland ohne Stadtrecht;86511;Landkreis Aichach-Friedberg;Bayern
Schiltberg;https://schiltberg.de;09771162;Gemeinde in Deutschland ohne Stadtrecht;86576;Landkreis Aichach-Friedberg;Bayern
Ried;https://gemeinde-ried.de;09771160;Gemeinde in Deutschland ohne Stadtrecht;86510;Landkreis Aichach-Friedberg;Bayern
Rehling;http://www.gemeinde-rehling.de;09771158;Gemeinde in Deutschland ohne Stadtrecht;86508;Landkreis Aichach-Friedberg;Bayern
Pöttmes;https://www.markt-poettmes.de;09771156;Gemeinde in Deutschland ohne Stadtrecht;86554;Landkreis Aichach-Friedberg;Bayern
Petersdorf;http://www.petersdorf.de;09771155;Gemeinde in Deutschland ohne Stadtrecht;86574;Landkreis Aichach-Friedberg;Bayern
Obergriesbach;https://www.obergriesbach.de;09771149;Gemeinde in Deutschland ohne Stadtrecht;86573;Landkreis Aichach-Friedberg;Bayern
Mering;https://www.mering.de;09771146;Markt in Deutschland;86415;Landkreis Aichach-Friedberg;Bayern
Merching;http://www.merching.de;09771145;Gemeinde in Deutschland ohne Stadtrecht;86504;Landkreis Aichach-Friedberg;Bayern
Kühbach;http://www.markt-kuehbach.de;09771144;Markt in Deutschland;86556;Landkreis Aichach-Friedberg;Bayern
Kissing;http://www.kissing.de;09771142;Gemeinde in Deutschland ohne Stadtrecht;86438;Landkreis Aichach-Friedberg;Bayern
Inchenhofen;http://www.inchenhofen.de;09771141;Markt in Deutschland;86570;Landkreis Aichach-Friedberg;Bayern
Hollenbach;http://www.gemeinde-hollenbach.de;09771140;Gemeinde in Deutschland ohne Stadtrecht;86568;Landkreis Aichach-Friedberg;Bayern
Friedberg;https://friedberg.de;09771130;Stadt in Deutschland;86316;Landkreis Aichach-Friedberg;Bayern
Eurasburg;https://www.gemeinde-eurasburg.de;09771129;Gemeinde in Deutschland ohne Stadtrecht;86495;Landkreis Aichach-Friedberg;Bayern
Dasing;http://www.dasing.de;09771122;Gemeinde in Deutschland ohne Stadtrecht;86453;Landkreis Aichach-Friedberg;Bayern
Aindling;http://www.aindling.de;09771114;Markt in Deutschland;86447;Landkreis Aichach-Friedberg;Bayern
Aichach;http://www.aichach.de;09771113;Stadt;86551;Landkreis Aichach-Friedberg;Bayern
Affing;https://affing.de;09771112;Gemeinde in Deutschland ohne Stadtrecht;86444;Landkreis Aichach-Friedberg;Bayern
Adelzhausen;http://www.adelzhausen.de;09771111;Gemeinde in Deutschland ohne Stadtrecht;86559;Landkreis Aichach-Friedberg;Bayern
Memmingen;https://www.memmingen.de;09764000;kreisfreie Stadt in Bayern;87700;Schwaben;Bayern
Kaufbeuren;https://www.kaufbeuren.de;09762000;kreisfreie Stadt in Bayern;87600;Schwaben;Bayern
Zell am Main;http://www.zell-main.de;09679209;Gemeinde in Deutschland ohne Stadtrecht;97299;Landkreis Würzburg;Bayern
Winterhausen;http://www.winterhausen.de;09679206;Gemeinde in Deutschland ohne Stadtrecht;97286;Landkreis Würzburg;Bayern
Waldbüttelbrunn;http://www.waldbuettelbrunn.de;09679205;Gemeinde in Deutschland ohne Stadtrecht;97297;Landkreis Würzburg;Bayern
Waldbrunn;http://www.gemeinde-waldbrunn.de;09679204;Gemeinde in Deutschland ohne Stadtrecht;97295;Landkreis Würzburg;Bayern
Veitshöchheim;http://www.veitshoechheim.de;09679202;Gemeinde in Deutschland ohne Stadtrecht;97209;Landkreis Würzburg;Bayern
Unterpleichfeld;https://www.unterpleichfeld.de;09679201;Gemeinde in Deutschland ohne Stadtrecht;97294;Landkreis Würzburg;Bayern
Leinach;http://www.leinach.de;09679200;Gemeinde in Deutschland ohne Stadtrecht;97274;Landkreis Würzburg;Bayern
Uettingen;http://www.uettingen.de;09679196;Gemeinde in Deutschland ohne Stadtrecht;97292;Landkreis Würzburg;Bayern
Thüngersheim;https://thuengersheim.de;09679194;Gemarkung;97291;Landkreis Würzburg;Bayern
Theilheim;http://www.theilheim.de;09679193;Gemeinde in Deutschland ohne Stadtrecht;97288;Landkreis Würzburg;Bayern
Tauberrettersheim;http://www.tauberrettersheim.de;09679192;Gemeinde in Deutschland ohne Stadtrecht;97285;Landkreis Würzburg;Bayern
Sonderhofen;http://www.sonderhofen.de;09679188;Gemeinde in Deutschland ohne Stadtrecht;97255;Landkreis Würzburg;Bayern
Sommerhausen;https://www.sommerhausen.de;09679187;Markt in Deutschland;97286;Landkreis Würzburg;Bayern
Rottendorf;http://www.rottendorf.eu;09679185;Gemeinde in Deutschland ohne Stadtrecht;97228;Landkreis Würzburg;Bayern
Röttingen;http://www.roettingen.de;09679182;Stadt in Deutschland;97285;Landkreis Würzburg;Bayern
Rimpar;https://www.rimpar.de;09679180;Markt in Deutschland;97222;Landkreis Würzburg;Bayern
Riedenheim;https://riedenheim.de;09679179;Gemeinde in Deutschland ohne Stadtrecht;97283;Landkreis Würzburg;Bayern
Remlingen;http://www.remlingen.de;09679177;Gemeinde in Deutschland ohne Stadtrecht;97280;Landkreis Würzburg;Bayern
Reichenberg;http://www.markt-reichenberg.de;09679176;Markt in Deutschland;97234;Landkreis Würzburg;Bayern
Randersacker;https://www.randersacker.de;09679175;Gemeinde in Deutschland ohne Stadtrecht;97236;Landkreis Würzburg;Bayern
Prosselsheim;http://www.prosselsheim.de;09679174;Gemeinde in Deutschland ohne Stadtrecht;97279;Landkreis Würzburg;Bayern
Ochsenfurt;http://www.ochsenfurt.de;09679170;Stadt in Deutschland;97199;Landkreis Würzburg;Bayern
Oberpleichfeld;http://www.oberpleichfeld.de;09679169;Gemeinde in Deutschland ohne Stadtrecht;97241;Landkreis Würzburg;Bayern
Eisenheim;https://www.eisenheim.de;09679167;Markt in Deutschland;97247;Landkreis Würzburg;Bayern
Altertheim;https://www.altertheim.de;09679165;Gemeinde in Deutschland ohne Stadtrecht;97237;Landkreis Würzburg;Bayern
Neubrunn;https://www.neubrunn.de;09679164;Markt in Deutschland;97277;Landkreis Würzburg;Bayern
Margetshöchheim;https://margetshoechheim.de;09679161;Gemarkung;97276;Landkreis Würzburg;Bayern
Kürnach;https://www.kuernach.de;09679156;Gemeinde in Deutschland ohne Stadtrecht;97273;Landkreis Würzburg;Bayern
Kleinrinderfeld;http://www.kleinrinderfeld.de;09679155;Gemeinde in Deutschland ohne Stadtrecht;97271;Landkreis Würzburg;Bayern
Kist;http://www.gemeinde-kist.de;09679154;Gemeinde in Deutschland ohne Stadtrecht;97270;Landkreis Würzburg;Bayern
Kirchheim;http://www.kirchheim-ufr.de;09679153;Gemeinde in Deutschland ohne Stadtrecht;97268;Landkreis Würzburg;Bayern
Holzkirchen (Würzburg);http://www.holzkirchen-ufr.de;09679149;Gemeinde in Deutschland ohne Stadtrecht;97292;Landkreis Würzburg;Bayern
Höchberg;https://hoechberg.de;09679147;Markt in Deutschland;97204;Landkreis Würzburg;Bayern
Hettstadt;http://www.hettstadt.de;09679146;Gemeinde in Deutschland ohne Stadtrecht;97265;Landkreis Würzburg;Bayern
Helmstadt;http://www.helmstadt-ufr.de;09679144;Gemeinde in Deutschland ohne Stadtrecht;97264;Landkreis Würzburg;Bayern
Hausen bei Würzburg;http://www.hausen-wzbg.de;09679143;Gemeinde in Deutschland ohne Stadtrecht;97262;Landkreis Würzburg;Bayern
Güntersleben;https://www.guentersleben.de;09679142;Gemeinde in Deutschland ohne Stadtrecht;97261;Landkreis Würzburg;Bayern
Greußenheim;http://www.greussenheim.de;09679141;Gemeinde in Deutschland ohne Stadtrecht;97259;Landkreis Würzburg;Bayern
Giebelstadt;http://www.giebelstadt.de;09679138;Gemeinde in Deutschland ohne Stadtrecht;97232;Landkreis Würzburg;Bayern
Geroldshausen;http://www.geroldshausen.de;09679137;Gemeinde in Deutschland ohne Stadtrecht;97256;Landkreis Würzburg;Bayern
Gerbrunn;https://www.gerbrunn.de;09679136;Gemeinde in Deutschland ohne Stadtrecht;97218;Landkreis Würzburg;Bayern
